,Date,home,visitor,hgoal,vgoal
925,07/09/2014,Columbus Crew,Chivas USA,3,0
926,07/09/2014,Portland Timbers,San Jose Earthquakes,3,3
927,08/09/2014,New England Revolution,Chicago Fire,2,1
928,11/09/2014,Montreal Impact,Los Angeles Galaxy,2,2
929,11/09/2014,New York Red Bulls,DC United,1,0
930,11/09/2014,Vancouver Whitecaps,San Jose Earthquakes,2,0
931,13/09/2014,Chivas USA,Sporting Kansas City,0,4
932,13/09/2014,Seattle Sounders,Real Salt Lake,3,2
933,13/09/2014,Philadelphia Union,New York Red Bulls,2,2
934,14/09/2014,New England Revolution,Montreal Impact,2,1
935,14/09/2014,Chicago Fire,Toronto FC,1,1
936,14/09/2014,FC Dallas,Vancouver Whitecaps,2,1
937,14/09/2014,Houston Dynamo,Columbus Crew,2,2
938,14/09/2014,Colorado Rapids,Portland Timbers,2,2
939,14/09/2014,San Jose Earthquakes,Los Angeles Galaxy,1,1
940,20/09/2014,Real Salt Lake,Colorado Rapids,5,1
941,20/09/2014,Portland Timbers,Vancouver Whitecaps,3,0
942,21/09/2014,Philadelphia Union,Houston Dynamo,0,0
943,21/09/2014,Columbus Crew,New England Revolution,1,0
944,21/09/2014,Montreal Impact,San Jose Earthquakes,2,0
945,21/09/2014,New York Red Bulls,Seattle Sounders,4,1
946,21/09/2014,Chicago Fire,DC United,3,3
947,21/09/2014,Los Angeles Galaxy,FC Dallas,2,1
948,21/09/2014,Toronto FC,Chivas USA,3,0
949,25/09/2014,FC Dallas,Seattle Sounders,3,1
950,27/09/2014,Sporting Kansas City,New England Revolution,2,3
951,27/09/2014,Toronto FC,Portland Timbers,3,2
952,27/09/2014,DC United,Philadelphia Union,1,0
953,27/09/2014,Seattle Sounders,Chivas USA,4,2
954,28/09/2014,Vancouver Whitecaps,Real Salt Lake,2,1
955,28/09/2014,Columbus Crew,Montreal Impact,2,0
956,28/09/2014,Colorado Rapids,San Jose Earthquakes,1,1
957,28/09/2014,Houston Dynamo,Chicago Fire,2,0
958,29/09/2014,Los Angeles Galaxy,New York Red Bulls,4,0
959,03/10/2014,Philadelphia Union,Chicago Fire,1,1
960,04/10/2014,DC United,Sporting Kansas City,0,0
961,04/10/2014,New York Red Bulls,Houston Dynamo,1,0
962,05/10/2014,Vancouver Whitecaps,FC Dallas,2,0
963,05/10/2014,New England Revolution,Columbus Crew,2,1
964,05/10/2014,Los Angeles Galaxy,Toronto FC,3,0
965,05/10/2014,San Jose Earthquakes,Portland Timbers,1,2
966,05/10/2014,Colorado Rapids,Seattle Sounders,1,4
967,05/10/2014,Chicago Fire,Montreal Impact,0,0
968,06/10/2014,Chivas USA,Real Salt Lake,1,0
969,09/10/2014,Toronto FC,Houston Dynamo,0,1
970,09/10/2014,Portland Timbers,San Jose Earthquakes,3,0
971,11/10/2014,Sporting Kansas City,Chicago Fire,2,0
972,11/10/2014,Seattle Sounders,Vancouver Whitecaps,0,1
973,11/10/2014,Montreal Impact,New England Revolution,2,2
974,12/10/2014,New York Red Bulls,Toronto FC,3,1
975,12/10/2014,Philadelphia Union,Columbus Crew,2,3
976,12/10/2014,Real Salt Lake,San Jose Earthquakes,2,0
977,12/10/2014,Chivas USA,Colorado Rapids,2,1
978,12/10/2014,Houston Dynamo,DC United,1,3
979,13/10/2014,FC Dallas,Los Angeles Galaxy,2,1
980,17/10/2014,Houston Dynamo,New England Revolution,1,2
981,18/10/2014,Portland Timbers,Real Salt Lake,0,0
982,18/10/2014,Toronto FC,Montreal Impact,1,1
983,18/10/2014,Colorado Rapids,FC Dallas,0,1
984,19/10/2014,DC United,Chicago Fire,2,1
985,19/10/2014,Philadelphia Union,Sporting Kansas City,2,1
986,19/10/2014,San Jose Earthquakes,Vancouver Whitecaps,0,0
987,19/10/2014,New York Red Bulls,Columbus Crew,1,3
988,20/10/2014,Los Angeles Galaxy,Seattle Sounders,2,2
989,23/10/2014,Real Salt Lake,Chivas USA,2,0
990,25/10/2014,Chicago Fire,Houston Dynamo,2,1
991,25/10/2014,Seattle Sounders,Los Angeles Galaxy,2,0
992,25/10/2014,Montreal Impact,DC United,1,1
993,26/10/2014,FC Dallas,Portland Timbers,0,2
994,26/10/2014,New England Revolution,Toronto FC,1,0
995,26/10/2014,Vancouver Whitecaps,Colorado Rapids,1,0
996,26/10/2014,Columbus Crew,Philadelphia Union,2,1
997,26/10/2014,Chivas USA,San Jose Earthquakes,1,0
998,27/10/2014,Sporting Kansas City,New York Red Bulls,0,2
999,30/10/2014,FC Dallas,Vancouver Whitecaps,2,1
1000,31/10/2014,New York Red Bulls,Sporting Kansas City,2,1
1001,01/11/2014,Columbus Crew,New England Revolution,2,4
1002,02/11/2014,Real Salt Lake,Los Angeles Galaxy,0,0
1003,02/11/2014,New York Red Bulls,DC United,2,0
1004,03/11/2014,FC Dallas,Seattle Sounders,1,1
1005,08/11/2014,DC United,New York Red Bulls,2,1
1006,09/11/2014,New England Revolution,Columbus Crew,3,1
1007,10/11/2014,Los Angeles Galaxy,Real Salt Lake,5,0
1008,11/11/2014,Seattle Sounders,FC Dallas,0,0
1009,23/11/2014,New York Red Bulls,New England Revolution,1,2
1010,23/11/2014,Los Angeles Galaxy,Seattle Sounders,1,0
1011,29/11/2014,New England Revolution,New York Red Bulls,2,2
1012,01/12/2014,Seattle Sounders,Los Angeles Galaxy,2,1
1013,07/12/2014,Los Angeles Galaxy,New England Revolution,1,1
1014,07/03/2015,Los Angeles Galaxy,Chicago Fire,2,0
1015,07/03/2015,DC United,Montreal Impact,1,0
1016,07/03/2015,Philadelphia Union,Colorado Rapids,0,0
1017,07/03/2015,Vancouver Whitecaps,Toronto FC,1,3
1018,08/03/2015,FC Dallas,San Jose Earthquakes,1,0
1019,08/03/2015,Houston Dynamo,Columbus Crew,1,0
1020,08/03/2015,Portland Timbers,Real Salt Lake,0,0
1021,08/03/2015,Orlando City,New York City,1,1
1022,08/03/2015,Sporting Kansas City,New York Red Bulls,1,1
1023,09/03/2015,Seattle Sounders,New England Revolution,3,0
1024,13/03/2015,Houston Dynamo,Orlando City,0,1
1025,14/03/2015,Chicago Fire,Vancouver Whitecaps,0,1
1026,14/03/2015,Columbus Crew,Toronto FC,2,0
1027,15/03/2015,FC Dallas,Sporting Kansas City,3,1
1028,15/03/2015,Real Salt Lake,Philadelphia Union,3,3
1029,15/03/2015,Seattle Sounders,San Jose Earthquakes,2,3
1030,15/03/2015,New York City,New England Revolution,2,0
1031,15/03/2015,Portland Timbers,Los Angeles Galaxy,2,2
1032,21/03/2015,New England Revolution,Montreal Impact,0,0
1033,21/03/2015,Colorado Rapids,New York City,0,0
1034,21/03/2015,Philadelphia Union,FC Dallas,0,2
1035,21/03/2015,Orlando City,Vancouver Whitecaps,0,1
1036,22/03/2015,Sporting Kansas City,Portland Timbers,0,0
1037,22/03/2015,Los Angeles Galaxy,Houston Dynamo,1,1
1038,22/03/2015,New York Red Bulls,DC United,2,0
1039,22/03/2015,San Jose Earthquakes,Chicago Fire,2,1
1040,28/03/2015,New England Revolution,San Jose Earthquakes,2,1
1041,28/03/2015,Montreal Impact,Orlando City,2,2
1042,28/03/2015,DC United,Los Angeles Galaxy,1,0
1043,28/03/2015,New York City,Sporting Kansas City,0,1
1044,28/03/2015,Columbus Crew,New York Red Bulls,1,2
1045,29/03/2015,Vancouver Whitecaps,Portland Timbers,2,1
1046,29/03/2015,FC Dallas,Seattle Sounders,0,0
1047,29/03/2015,Houston Dynamo,Colorado Rapids,0,0
1048,29/03/2015,Chicago Fire,Philadelphia Union,1,0
1049,30/03/2015,Real Salt Lake,Toronto FC,2,1
1050,04/04/2015,Orlando City,DC United,0,1
1051,04/04/2015,Chicago Fire,Toronto FC,3,2
1052,05/04/2015,Colorado Rapids,New England Revolution,0,2
1053,05/04/2015,Seattle Sounders,Houston Dynamo,1,0
1054,05/04/2015,Vancouver Whitecaps,Los Angeles Galaxy,2,0
1055,05/04/2015,Portland Timbers,FC Dallas,3,1
1056,05/04/2015,San Jose Earthquakes,Real Salt Lake,0,1
1057,06/04/2015,Sporting Kansas City,Philadelphia Union,3,2
1058,09/04/2015,Vancouver Whitecaps,Columbus Crew,2,2
1059,11/04/2015,FC Dallas,Colorado Rapids,0,4
1060,11/04/2015,New England Revolution,Columbus Crew,0,0
1061,11/04/2015,Philadelphia Union,New York City,2,1
1062,12/04/2015,DC United,New York Red Bulls,2,2
1063,12/04/2015,Houston Dynamo,Montreal Impact,3,0
1064,12/04/2015,Sporting Kansas City,Real Salt Lake,0,0
1065,12/04/2015,San Jose Earthquakes,Vancouver Whitecaps,1,0
1066,12/04/2015,Portland Timbers,Orlando City,0,2
1067,13/04/2015,Los Angeles Galaxy,Seattle Sounders,1,0
1068,17/04/2015,New York City,Philadelphia Union,1,1
1069,18/04/2015,New York Red Bulls,San Jose Earthquakes,2,0
1070,19/04/2015,DC United,Houston Dynamo,1,1
1071,19/04/2015,Columbus Crew,Orlando City,3,0
1072,19/04/2015,FC Dallas,Toronto FC,3,2
1073,19/04/2015,Colorado Rapids,Seattle Sounders,1,3
1074,19/04/2015,Real Salt Lake,Vancouver Whitecaps,0,1
1075,19/04/2015,Los Angeles Galaxy,Sporting Kansas City,2,1
1076,19/04/2015,Philadelphia Union,New England Revolution,1,2
1077,20/04/2015,New York City,Portland Timbers,0,1
1078,25/04/2015,Chicago Fire,New York City,1,0
1079,25/04/2015,Colorado Rapids,FC Dallas,1,1
1080,26/04/2015,Columbus Crew,Philadelphia Union,4,1
1081,26/04/2015,New England Revolution,Real Salt Lake,4,0
1082,26/04/2015,Houston Dynamo,Sporting Kansas City,4,4
1083,26/04/2015,Vancouver Whitecaps,DC United,1,2
1084,26/04/2015,New York Red Bulls,Los Angeles Galaxy,1,1
1085,27/04/2015,Orlando City,Toronto FC,0,2
1086,27/04/2015,Seattle Sounders,Portland Timbers,1,0
1087,30/04/2015,New York Red Bulls,Colorado Rapids,1,1
1088,02/05/2015,Houston Dynamo,FC Dallas,1,4
1089,02/05/2015,Real Salt Lake,San Jose Earthquakes,1,1
1090,02/05/2015,Philadelphia Union,Toronto FC,0,1
1091,03/05/2015,DC United,Columbus Crew,2,0
1092,03/05/2015,New England Revolution,New York Red Bulls,2,1
1093,03/05/2015,Los Angeles Galaxy,Colorado Rapids,1,1
1094,03/05/2015,Portland Timbers,Vancouver Whitecaps,0,0
1095,03/05/2015,Sporting Kansas City,Chicago Fire,1,0
1096,04/05/2015,New York City,Seattle Sounders,1,3
1097,06/05/2015,Houston Dynamo,San Jose Earthquakes,0,1
1098,07/05/2015,Real Salt Lake,Los Angeles Galaxy,0,0
1099,09/05/2015,Orlando City,New England Revolution,2,2
1100,09/05/2015,Colorado Rapids,San Jose Earthquakes,1,1
1101,09/05/2015,Chicago Fire,Real Salt Lake,1,2
1102,09/05/2015,Montreal Impact,Portland Timbers,1,2
1103,10/05/2015,DC United,Sporting Kansas City,1,1
1104,10/05/2015,Vancouver Whitecaps,Philadelphia Union,3,0
1105,10/05/2015,Columbus Crew,Seattle Sounders,3,2
1106,10/05/2015,FC Dallas,Los Angeles Galaxy,2,1
1107,10/05/2015,Toronto FC,Houston Dynamo,1,2
1108,11/05/2015,New York Red Bulls,New York City,2,1
1109,14/05/2015,DC United,Orlando City,2,1
1110,16/05/2015,New York City,Chicago Fire,2,2
1111,16/05/2015,FC Dallas,New York Red Bulls,0,0
1112,16/05/2015,Montreal Impact,Real Salt Lake,4,1
1113,17/05/2015,Vancouver Whitecaps,Seattle Sounders,0,2
1114,17/05/2015,New England Revolution,Toronto FC,1,1
1115,17/05/2015,Houston Dynamo,Portland Timbers,3,1
1116,17/05/2015,San Jose Earthquakes,Columbus Crew,2,0
1117,17/05/2015,Orlando City,Los Angeles Galaxy,4,0
1118,18/05/2015,Philadelphia Union,DC United,1,0
1119,21/05/2015,Sporting Kansas City,New England Revolution,4,2
1120,23/05/2015,Columbus Crew,Chicago Fire,2,2
1121,23/05/2015,Los Angeles Galaxy,Houston Dynamo,1,0
1122,23/05/2015,Toronto FC,Portland Timbers,1,0
1123,24/05/2015,New England Revolution,DC United,1,1
1124,24/05/2015,Montreal Impact,FC Dallas,2,1
1125,24/05/2015,Colorado Rapids,Vancouver Whitecaps,1,0
1126,24/05/2015,Real Salt Lake,New York City,2,0
1127,24/05/2015,Seattle Sounders,Sporting Kansas City,0,0
1128,24/05/2015,New York Red Bulls,Philadelphia Union,0,2
1129,25/05/2015,San Jose Earthquakes,Orlando City,1,1
1130,28/05/2015,Seattle Sounders,Colorado Rapids,1,0
1131,28/05/2015,Los Angeles Galaxy,Real Salt Lake,1,0
1132,28/05/2015,Portland Timbers,DC United,1,0
1133,30/05/2015,Sporting Kansas City,FC Dallas,4,0
1134,30/05/2015,Toronto FC,San Jose Earthquakes,3,1
1135,30/05/2015,Vancouver Whitecaps,Real Salt Lake,2,1
1136,31/05/2015,DC United,Philadelphia Union,2,1
1137,31/05/2015,New York City,Houston Dynamo,1,1
1138,31/05/2015,Orlando City,Columbus Crew,2,2
1139,31/05/2015,Chicago Fire,Montreal Impact,3,0
1140,31/05/2015,Colorado Rapids,Portland Timbers,1,2
1141,31/05/2015,Seattle Sounders,New York Red Bulls,2,1
1142,01/06/2015,New England Revolution,Los Angeles Galaxy,2,2
1143,04/06/2015,DC United,Chicago Fire,3,1
1144,04/06/2015,Philadelphia Union,Columbus Crew,3,0
1145,04/06/2015,Montreal Impact,Vancouver Whitecaps,2,1
1146,06/06/2015,Houston Dynamo,New York Red Bulls,4,2
1147,07/06/2015,DC United,Toronto FC,1,2
1148,07/06/2015,Philadelphia Union,New York City,1,2
1149,07/06/2015,Columbus Crew,Montreal Impact,1,2
1150,07/06/2015,Chicago Fire,Orlando City,2,3
1151,07/06/2015,Sporting Kansas City,Seattle Sounders,1,0
1152,07/06/2015,Los Angeles Galaxy,Vancouver Whitecaps,0,1
1153,07/06/2015,Portland Timbers,New England Revolution,2,0
1154,07/06/2015,Real Salt Lake,Colorado Rapids,0,0
1155,08/06/2015,San Jose Earthquakes,FC Dallas,0,0
1156,14/06/2015,New York City,Montreal Impact,3,1
1157,14/06/2015,Columbus Crew,Los Angeles Galaxy,1,1
1158,14/06/2015,New England Revolution,Chicago Fire,2,0
1159,14/06/2015,Seattle Sounders,FC Dallas,3,0
1160,15/06/2015,Orlando City,DC United,1,0
1161,20/06/2015,Colorado Rapids,FC Dallas,1,1
1162,20/06/2015,Seattle Sounders,San Jose Earthquakes,0,2
1163,21/06/2015,New York Red Bulls,Vancouver Whitecaps,1,2
1164,21/06/2015,Toronto FC,New York City,0,2
1165,21/06/2015,Montreal Impact,Orlando City,2,0
1166,21/06/2015,Los Angeles Galaxy,Philadelphia Union,5,1
1167,21/06/2015,Portland Timbers,Houston Dynamo,2,0
1168,21/06/2015,DC United,New England Revolution,2,1
1169,22/06/2015,Real Salt Lake,Sporting Kansas City,2,1
1170,25/06/2015,Philadelphia Union,Seattle Sounders,1,0
1171,25/06/2015,Columbus Crew,New England Revolution,2,1
1172,25/06/2015,New York Red Bulls,Real Salt Lake,1,0
1173,25/06/2015,Orlando City,Colorado Rapids,2,0
1174,25/06/2015,Toronto FC,Montreal Impact,3,1
1175,25/06/2015,Chicago Fire,DC United,0,1
1176,25/06/2015,Los Angeles Galaxy,Portland Timbers,5,0
1177,27/06/2015,FC Dallas,Houston Dynamo,2,0
1178,27/06/2015,Toronto FC,DC United,0,0
1179,28/06/2015,Philadelphia Union,Montreal Impact,2,2
1180,28/06/2015,New England Revolution,Vancouver Whitecaps,1,2
1181,28/06/2015,Sporting Kansas City,Colorado Rapids,2,0
1182,28/06/2015,Real Salt Lake,Columbus Crew,2,2
1183,28/06/2015,San Jose Earthquakes,Los Angeles Galaxy,3,1
1184,28/06/2015,New York City,New York Red Bulls,1,3
1185,29/06/2015,Portland Timbers,Seattle Sounders,4,1
1186,04/07/2015,Houston Dynamo,Chicago Fire,1,1
1187,04/07/2015,Seattle Sounders,DC United,1,0
1188,05/07/2015,Columbus Crew,New York Red Bulls,2,1
1189,05/07/2015,Montreal Impact,New York City,1,2
1190,05/07/2015,Colorado Rapids,Vancouver Whitecaps,2,1
1191,05/07/2015,FC Dallas,New England Revolution,3,0
1192,05/07/2015,Real Salt Lake,Orlando City,1,1
1193,05/07/2015,Los Angeles Galaxy,Toronto FC,4,0
1194,06/07/2015,Portland Timbers,San Jose Earthquakes,1,0
1195,11/07/2015,San Jose Earthquakes,Houston Dynamo,0,2
1196,12/07/2015,New York Red Bulls,New England Revolution,4,1
1197,12/07/2015,Philadelphia Union,Portland Timbers,3,0
1198,12/07/2015,Orlando City,FC Dallas,0,2
1199,12/07/2015,Montreal Impact,Columbus Crew,3,0
1200,12/07/2015,Chicago Fire,Seattle Sounders,1,0
1201,12/07/2015,Colorado Rapids,Real Salt Lake,3,1
1202,12/07/2015,New York City,Toronto FC,4,4
1203,13/07/2015,Vancouver Whitecaps,Sporting Kansas City,0,1
1204,16/07/2015,Chicago Fire,Columbus Crew,0,1
1205,18/07/2015,Los Angeles Galaxy,San Jose Earthquakes,5,2
1206,18/07/2015,Toronto FC,Philadelphia Union,2,1
1207,19/07/2015,New England Revolution,New York City,1,0
1208,19/07/2015,Orlando City,New York Red Bulls,0,2
1209,19/07/2015,Sporting Kansas City,Montreal Impact,2,1
1210,19/07/2015,FC Dallas,DC United,2,1
1211,19/07/2015,Real Salt Lake,Houston Dynamo,2,0
1212,19/07/2015,Seattle Sounders,Colorado Rapids,0,1
1213,19/07/2015,Portland Timbers,Vancouver Whitecaps,1,1
1214,19/07/2015,Columbus Crew,Chicago Fire,3,1
1215,25/07/2015,Real Salt Lake,Sporting Kansas City,2,1
1216,26/07/2015,Columbus Crew,Toronto FC,3,3
1217,26/07/2015,Montreal Impact,Seattle Sounders,1,0
1218,26/07/2015,Chicago Fire,New England Revolution,2,2
1219,26/07/2015,FC Dallas,Portland Timbers,4,1
1220,26/07/2015,Houston Dynamo,Los Angeles Galaxy,3,0
1221,26/07/2015,New York City,Orlando City,5,3
1222,26/07/2015,DC United,Philadelphia Union,3,2
1223,27/07/2015,Vancouver Whitecaps,San Jose Earthquakes,3,1
1224,01/08/2015,New York City,Montreal Impact,2,3
1225,02/08/2015,DC United,Real Salt Lake,6,4
1226,02/08/2015,Philadelphia Union,New York Red Bulls,1,3
1227,02/08/2015,New England Revolution,Toronto FC,3,1
1228,02/08/2015,Orlando City,Columbus Crew,5,2
1229,02/08/2015,Sporting Kansas City,Houston Dynamo,1,1
1230,02/08/2015,Colorado Rapids,Los Angeles Galaxy,1,3
1231,02/08/2015,Seattle Sounders,Vancouver Whitecaps,0,3
1232,02/08/2015,San Jose Earthquakes,Portland Timbers,0,0
1233,03/08/2015,Chicago Fire,FC Dallas,2,0
1234,06/08/2015,Montreal Impact,New York Red Bulls,1,1
1235,06/08/2015,Toronto FC,Orlando City,4,1
1236,08/08/2015,Portland Timbers,Chicago Fire,1,0
1237,08/08/2015,Toronto FC,Sporting Kansas City,1,3
1238,09/08/2015,Orlando City,Philadelphia Union,0,0
1239,09/08/2015,Montreal Impact,DC United,0,1
1240,09/08/2015,Colorado Rapids,Columbus Crew,1,2
1241,09/08/2015,Houston Dynamo,San Jose Earthquakes,2,1
1242,09/08/2015,Vancouver Whitecaps,Real Salt Lake,4,0
1243,09/08/2015,Los Angeles Galaxy,Seattle Sounders,3,1
1244,10/08/2015,New York Red Bulls,New York City,2,0
1245,14/08/2015,New York City,DC United,3,1
1246,15/08/2015,San Jose Earthquakes,Colorado Rapids,1,0
1247,16/08/2015,New York Red Bulls,Toronto FC,3,0
1248,16/08/2015,New England Revolution,Houston Dynamo,2,0
1249,16/08/2015,FC Dallas,Los Angeles Galaxy,1,2
1250,16/08/2015,Sporting Kansas City,Vancouver Whitecaps,4,3
1251,16/08/2015,Real Salt Lake,Portland Timbers,0,1
1252,16/08/2015,Seattle Sounders,Orlando City,4,0
1253,17/08/2015,Philadelphia Union,Chicago Fire,3,3
1254,20/08/2015,Columbus Crew,New York City,2,2
1255,20/08/2015,Sporting Kansas City,San Jose Earthquakes,0,5
1256,22/08/2015,Portland Timbers,Houston Dynamo,2,2
1257,22/08/2015,Toronto FC,Orlando City,5,0
1258,23/08/2015,DC United,San Jose Earthquakes,0,2
1259,23/08/2015,Columbus Crew,Sporting Kansas City,3,2
1260,23/08/2015,Montreal Impact,Philadelphia Union,0,1
1261,23/08/2015,Chicago Fire,Colorado Rapids,0,1
1262,23/08/2015,Real Salt Lake,Seattle Sounders,2,0
1263,23/08/2015,Vancouver Whitecaps,FC Dallas,1,0
1264,23/08/2015,Los Angeles Galaxy,New York City,5,1
1265,27/08/2015,Chicago Fire,New York Red Bulls,3,2
1266,27/08/2015,Colorado Rapids,Houston Dynamo,2,1
1267,29/08/2015,San Jose Earthquakes,Los Angeles Galaxy,1,0
1268,29/08/2015,New York City,Columbus Crew,1,2
1269,29/08/2015,Toronto FC,Montreal Impact,2,1
1270,30/08/2015,Philadelphia Union,New England Revolution,0,1
1271,30/08/2015,Orlando City,Chicago Fire,1,1
1272,30/08/2015,Colorado Rapids,Sporting Kansas City,2,1
1273,30/08/2015,FC Dallas,Real Salt Lake,2,0
1274,30/08/2015,Houston Dynamo,Vancouver Whitecaps,2,0
1275,30/08/2015,Seattle Sounders,Portland Timbers,2,1
1276,31/08/2015,New York Red Bulls,DC United,3,0
1277,06/09/2015,New England Revolution,Orlando City,3,0
1278,06/09/2015,Montreal Impact,Chicago Fire,4,3
1279,06/09/2015,Seattle Sounders,Toronto FC,2,1
1280,06/09/2015,San Jose Earthquakes,Philadelphia Union,1,2
1281,07/09/2015,Columbus Crew,FC Dallas,0,3
1282,10/09/2015,Vancouver Whitecaps,Colorado Rapids,2,0
1283,10/09/2015,Portland Timbers,Sporting Kansas City,0,0
1284,12/09/2015,New York Red Bulls,Chicago Fire,3,2
1285,13/09/2015,Philadelphia Union,Columbus Crew,1,2
1286,13/09/2015,FC Dallas,New York City,2,1
1287,13/09/2015,Houston Dynamo,Real Salt Lake,1,3
1288,13/09/2015,Colorado Rapids,DC United,1,1
1289,13/09/2015,Los Angeles Galaxy,Montreal Impact,0,0
1290,13/09/2015,San Jose Earthquakes,Seattle Sounders,1,1
1291,13/09/2015,Toronto FC,New England Revolution,1,3
1292,14/09/2015,Orlando City,Sporting Kansas City,3,1
1293,17/09/2015,New England Revolution,New York Red Bulls,2,1
1294,17/09/2015,New York City,Toronto FC,2,0
1295,17/09/2015,San Jose Earthquakes,Montreal Impact,1,1
1296,19/09/2015,Sporting Kansas City,FC Dallas,3,1
1297,19/09/2015,Toronto FC,Colorado Rapids,3,1
1298,20/09/2015,DC United,Columbus Crew,1,2
1299,20/09/2015,New York City,San Jose Earthquakes,3,2
1300,20/09/2015,Vancouver Whitecaps,Seattle Sounders,0,3
1301,20/09/2015,Montreal Impact,New England Revolution,3,0
1302,20/09/2015,Chicago Fire,Orlando City,0,1
1303,20/09/2015,Real Salt Lake,Los Angeles Galaxy,3,0
1304,20/09/2015,Portland Timbers,New York Red Bulls,0,2
1305,21/09/2015,Philadelphia Union,Houston Dynamo,2,0
1306,24/09/2015,Montreal Impact,Chicago Fire,2,1
1307,24/09/2015,Houston Dynamo,Sporting Kansas City,1,0
1308,26/09/2015,New York Red Bulls,Orlando City,2,5
1309,26/09/2015,Toronto FC,Chicago Fire,3,2
1310,26/09/2015,Montreal Impact,DC United,2,0
1311,27/09/2015,Columbus Crew,Portland Timbers,1,2
1312,27/09/2015,New England Revolution,Philadelphia Union,1,1
1313,27/09/2015,Houston Dynamo,Colorado Rapids,3,2
1314,27/09/2015,Vancouver Whitecaps,New York City,1,2
1315,27/09/2015,Sporting Kansas City,Seattle Sounders,1,1
1316,28/09/2015,San Jose Earthquakes,Real Salt Lake,1,0
1317,28/09/2015,Los Angeles Galaxy,FC Dallas,3,2
1318,03/10/2015,DC United,New York City,2,1
1319,03/10/2015,Toronto FC,Philadelphia Union,3,1
1320,04/10/2015,New York Red Bulls,Columbus Crew,2,1
1321,04/10/2015,Orlando City,Montreal Impact,2,1
1322,04/10/2015,Chicago Fire,New England Revolution,3,1
1323,04/10/2015,Portland Timbers,Sporting Kansas City,0,1
1324,04/10/2015,San Jose Earthquakes,Vancouver Whitecaps,1,1
1325,04/10/2015,FC Dallas,Houston Dynamo,4,1
1326,05/10/2015,Colorado Rapids,Real Salt Lake,1,2
1327,05/10/2015,Seattle Sounders,Los Angeles Galaxy,1,1
1328,08/10/2015,New York Red Bulls,Montreal Impact,2,1
1329,08/10/2015,Vancouver Whitecaps,FC Dallas,0,0
1330,10/10/2015,Colorado Rapids,Montreal Impact,0,1
1331,15/10/2015,Toronto FC,New York Red Bulls,2,1
1332,15/10/2015,FC Dallas,Vancouver Whitecaps,2,0
1333,15/10/2015,Real Salt Lake,Portland Timbers,0,1
1334,17/10/2015,Orlando City,New York City,2,1
1335,17/10/2015,San Jose Earthquakes,Sporting Kansas City,1,0
1336,17/10/2015,Toronto FC,Columbus Crew,0,2
1337,18/10/2015,New England Revolution,Montreal Impact,0,1
1338,18/10/2015,Real Salt Lake,FC Dallas,0,1
1339,18/10/2015,DC United,Chicago Fire,4,0
1340,18/10/2015,New York Red Bulls,Philadelphia Union,4,1
1341,18/10/2015,Houston Dynamo,Seattle Sounders,1,1
1342,19/10/2015,Los Angeles Galaxy,Portland Timbers,2,5
1343,22/10/2015,Sporting Kansas City,Colorado Rapids,0,2
1344,25/10/2015,Columbus Crew,DC United,5,0
1345,25/10/2015,Montreal Impact,Toronto FC,2,1
1346,25/10/2015,New York City,New England Revolution,1,3
1347,25/10/2015,Philadelphia Union,Orlando City,1,0
1348,25/10/2015,Chicago Fire,New York Red Bulls,1,2
1349,25/10/2015,FC Dallas,San Jose Earthquakes,2,1
1350,25/10/2015,Portland Timbers,Colorado Rapids,4,1
1351,25/10/2015,Seattle Sounders,Real Salt Lake,3,1
1352,25/10/2015,Sporting Kansas City,Los Angeles Galaxy,2,1
1353,25/10/2015,Vancouver Whitecaps,Houston Dynamo,3,0
1354,28/10/2015,DC United,New England Revolution,2,1
1355,29/10/2015,Seattle Sounders,Los Angeles Galaxy,3,2
1356,29/10/2015,Montreal Impact,Toronto FC,3,0
1357,30/10/2015,Portland Timbers,Sporting Kansas City,1,1
1358,01/11/2015,DC United,New York Red Bulls,0,1
1359,01/11/2015,Portland Timbers,Vancouver Whitecaps,0,0
1360,02/11/2015,Montreal Impact,Columbus Crew,2,1
1361,02/11/2015,Seattle Sounders,FC Dallas,2,1
1362,08/11/2015,New York Red Bulls,DC United,1,0
1363,08/11/2015,Columbus Crew,Montreal Impact,2,1
1364,09/11/2015,FC Dallas,Seattle Sounders,2,1
1365,09/11/2015,Vancouver Whitecaps,Portland Timbers,0,2
1366,22/11/2015,Columbus Crew,New York Red Bulls,2,0
1367,23/11/2015,Portland Timbers,FC Dallas,3,1
1368,29/11/2015,FC Dallas,Portland Timbers,2,2
1369,30/11/2015,New York Red Bulls,Columbus Crew,1,0
1370,06/12/2015,Columbus Crew,Portland Timbers,1,2
1371,06/03/2016,New York Red Bulls,Toronto FC,0,2
1372,06/03/2016,Chicago Fire,New York City,3,4
1373,06/03/2016,Orlando City,Real Salt Lake,2,2
1374,06/03/2016,FC Dallas,Philadelphia Union,2,0
1375,06/03/2016,Houston Dynamo,New England Revolution,3,3
1376,06/03/2016,San Jose Earthquakes,Colorado Rapids,1,0
1377,06/03/2016,Portland Timbers,Columbus Crew,2,1
1378,06/03/2016,Vancouver Whitecaps,Montreal Impact,2,3
1379,07/03/2016,Seattle Sounders,Sporting Kansas City,0,1
1380,07/03/2016,Los Angeles Galaxy,DC United,4,1
1381,12/03/2016,Orlando City,Chicago Fire,1,1
